name,likes,downloads,last_updated,decision_score
PolyakovMaxim/ModelGptTS,0,24,2021-11-01 11:46:06+00:00,-0.4414016610567151
TrimPeachu/Deadpool,0,23,2021-08-29 06:58:49+00:00,-0.5584994435021216
huggingtweets/brayleino,0,22,2021-05-21 21:02:55+00:00,-0.13104851898585324
huggingtweets/averagesmasher,0,22,2021-07-10 13:47:30+00:00,-7.893551786498674
huggingtweets/asimcesim,0,22,2021-05-21 19:31:59+00:00,-0.14166424250104903
huggingartists/marillion,0,22,2021-11-02 18:03:06+00:00,-0.19215927579416814
huggingartists/enigma,0,24,2021-09-10 08:57:05+00:00,-0.00555448686283988
huggingartists/enya,0,23,2021-10-23 12:54:20+00:00,-0.0009348248426146455
MrZ/DialoGPT-small-Rick,0,27,2021-08-27 04:31:46+00:00,-7.589169068000777
Rostlab/prot_t5_base_mt_uniref50,0,5049,2021-06-23 03:55:50+00:00,-0.4489214817961811
abhinema/gpt-medium,0,23,2022-03-04 04:21:57+00:00,-1.8327022904051162
S34NtheGuy/DialoGPT-small-pikamew362,0,23,2021-10-14 02:01:56+00:00,-8.032161571728862
bspans/DialoGPT-small-yoda,0,22,2021-09-02 09:35:47+00:00,-1.8575128301094832
huggingtweets/aimbotaimy-ladydarknest,0,24,2021-07-25 20:33:04+00:00,-2.059478551080306
gyre/200wordrpgmodel,0,23,2021-05-23 17:53:09+00:00,-0.01679306278082926
huggingtweets/artorrattv,0,23,2021-05-21 19:29:17+00:00,-9.82659071891887
benjamin/gpt2-wechsel-swahili,0,38,2023-05-30 09:55:30+00:00,-6.152780355603117
huggingtweets/bitfinexed-coinerstakingls-xeni,0,22,2022-01-28 04:55:36+00:00,-0.3464434170658768
alistair7/bbt-diagpt2-model,0,22,2021-06-06 21:49:18+00:00,-1.9498453819730779
huggingtweets/alt_kia,0,23,2021-05-21 18:29:13+00:00,-7.693890922353337
fransoa/DialoGPT-small-troska,0,22,2022-02-22 21:26:20+00:00,-0.7255448372571225
huggingartists/the-notorious-big,0,24,2021-10-08 17:26:01+00:00,-0.019643423059069853
OscarNav/dialoGPT_translate,0,27,2021-12-03 01:30:17+00:00,-8.258813976715427
huggingtweets/anttoretu,0,22,2021-05-21 19:16:54+00:00,-2.893737803501258
huggingtweets/berniesanders-coffee/burger,-1,-1,,-0.026721237485689997
bigjoedata/rockchatbot,0,22,2021-05-21 14:20:07+00:00,-0.008708301616324299
huggingtweets/alimaketweet,0,22,2021-05-22 22:53:53+00:00,-8.3860938602619
averyanalex/panorama-rugpt3large,0,46,2023-08-04 07:49:12+00:00,-5.370466852120755
Ryukie/DialoGPT-small-Rick,0,23,2021-10-10 01:30:09+00:00,-1.79902710618122
disdamoe/TheManipulator,0,23,2021-12-13 10:33:32+00:00,-9.128462187440393
ensamblador/gpt2-derecha-with-bos-eos-8heads,0,30,2021-05-21 15:50:53+00:00,-7.983380633157792
brimeggi/inexis-bot,0,23,2021-10-21 04:40:05+00:00,-1.8524788751377184
heabeoun/DiabloGPT-small-nuon-conv,0,28,2022-02-09 02:31:56+00:00,-1.848645516900885
huggingartists/armin-van-buuren,0,26,2021-09-12 03:06:42+00:00,-7.974334094698061
huggingartists/macan,0,24,2022-05-15 20:27:52+00:00,-0.05145686660975102
huggingtweets/adriangregory20,0,22,2021-05-21 17:44:07+00:00,-0.12710377765129177
Toadally/DialoGPT-small-david_mast,0,24,2022-02-02 14:50:44+00:00,-1.8696785063107466
Sammigooof/Peterbot,0,23,2022-03-01 23:28:30+00:00,-7.8967465058871955
hama/rick_bot,0,22,2021-09-05 15:25:45+00:00,-7.816707704996929
NoLawz/DialoGPT-medium-hagrid,0,24,2021-08-27 04:32:38+00:00,-8.152847477989093
huggingtweets/adrienna_w,0,22,2021-05-21 17:45:21+00:00,-0.050025124407431676
dhlpricing/MyGPT2TG-cased-v1,0,24,2021-11-19 16:43:44+00:00,-1.8829014991273763
arifbhrn/DialogGPT-small-Rickk,0,22,2021-08-29 15:08:58+00:00,-0.09970892923343833
anshengli2/DialogGPT-small-Bot,0,22,2021-09-13 05:39:55+00:00,-7.7800223402427475
huggingtweets/ae333mage,0,24,2021-05-21 17:46:25+00:00,-8.448165071158199
huggingtweets/bibliobabble,0,22,2021-05-21 20:34:50+00:00,-7.821725781679902
huggingtweets/aledaws,0,26,2021-05-21 18:04:48+00:00,-0.8503389079307375
huggingartists/kurt-cobain,0,24,2021-10-07 09:58:16+00:00,-0.029349263140037607
NamPE/DialoGPT-medium-Aqua-konosuba,0,27,2022-01-01 16:35:11+00:00,-2.017845245778017
huggingtweets/beesforbo-cafe_orbitinnit-weebbutt,0,22,2021-09-06 15:26:27+00:00,-5.954155251543554
Zen1/test1,0,24,2022-01-15 15:06:24+00:00,-4.033506121843257
cumtowndiscord/DialoGPT-small-joshua,0,22,2022-02-04 16:25:12+00:00,-0.06351835863549216
SonMooSans/test,0,22,2021-12-19 14:29:50+00:00,-1.8542377102922423
alienspaceman/rus_dreamgen_fulltext_medium,0,24,2021-05-21 13:06:00+00:00,-7.771175747797992
huggingartists/100-gecs,0,23,2021-12-22 15:23:59+00:00,-7.868391827886123
aimiekhe/yummv1,0,21,2021-06-06 02:38:56+00:00,-0.5702389859545258
huggingtweets/_luisinhobr-bryan_paula_-luanaguei,0,22,2021-12-14 18:17:37+00:00,-0.12795831145180614
huggingtweets/666ouz666,0,22,2021-05-21 16:43:13+00:00,-0.07401269384080322
VLRevolution/DialogGPT-small-GGODMODEL,0,27,2022-01-10 14:25:25+00:00,-0.17004944665440558
balamariannmt/LanguageModel_Trial_2,0,22,2021-05-21 14:01:08+00:00,-7.982689622785211
huggingtweets/_me_you_coward,0,22,2021-05-21 17:09:40+00:00,-8.208333427554837
huggingtweets/biocrimed-bladeecity-w3bcam,0,22,2021-06-16 09:00:55+00:00,-8.60792545233241
dbragdon/noamlm,0,22,2021-06-10 17:15:46+00:00,-5.42501361676031
huggingtweets/_f1rewalker_,0,22,2021-11-01 00:02:50+00:00,-8.169441003754544
Sid51/ChanBot,0,24,2021-06-12 17:02:03+00:00,-0.5187949687356967
huggingartists/led-zeppelin,0,23,2022-02-15 22:19:29+00:00,-7.969860040873173
huggingtweets/benioff,0,23,2021-08-10 21:45:46+00:00,-0.00996425735613471
Ritchie/DialoGPT-small-Rickandmorty,0,23,2021-08-27 15:20:43+00:00,-7.8980747200848835
Nehc/adpatres,0,26,2021-10-21 05:40:20+00:00,-5.590577238161982
huggingartists/rex-orange-county,0,24,2021-09-12 20:31:29+00:00,-1.6533694020345546
SpacyGalaxy/DialoGPT-medium-Gandalf,0,25,2022-02-05 16:03:05+00:00,-7.836790086802088
huggingartists/the-velvet-underground,0,26,2021-09-10 09:04:08+00:00,-0.38181340562122656
Piumi/DialogGPT-small-harrypotter,0,25,2021-09-05 08:59:33+00:00,-9.023329781495809
huggingartists/pyrokinesis,0,22,2021-09-10 16:27:05+00:00,-0.09669050256061062
huggingtweets/actionattheend,0,22,2021-05-21 17:30:58+00:00,-3.9675922429501314
huggingartists/the-king-and-the-jester,0,22,2021-09-29 08:39:16+00:00,-0.7694616197581556
NibrasShami/DialopGPT-small-HarryPotter,0,43,2025-02-21 17:38:26+00:00,-0.04342756071582876
huggingtweets/926stories,0,22,2021-06-08 06:38:28+00:00,-9.826590718919997
huggingtweets/0xtuba-jacksondame-mikedemarais,0,21,2021-09-17 05:18:09+00:00,-8.287290623406106
huggingtweets/_nisagiss-dril,0,23,2021-07-25 04:05:01+00:00,-0.172706940232084
huggingtweets/amazon,0,26,2021-05-21 18:33:06+00:00,-9.82659071891997
delvan/DialoGPT-medium-DwightV1,0,22,2021-10-24 20:29:11+00:00,-0.11557428301093964
groar/gpt-neo-1.3B-finetuned-escape5,0,5,2022-02-16 20:30:38+00:00,-0.39174829336008976
RishabhRawatt/DialoGPT-small-kela,0,23,2021-09-05 16:34:02+00:00,-8.046768417489771
huggingtweets/_f1rewalker_-staticmeganito,0,22,2021-10-31 23:56:27+00:00,-7.9870077102051695
grounddominator/DialoGPT-lar-Rick,0,23,2021-09-10 04:47:53+00:00,-7.926547018910559
huggingartists/fascinoma,0,23,2021-08-04 07:45:42+00:00,-4.0158306048003345
darthboii/DialoGPT-small-PickleRick,0,21,2021-09-15 07:48:25+00:00,-8.18828196016669
huggingtweets/angiejolielive,0,22,2021-12-02 20:17:53+00:00,-1.831227944081605
TofuBoy/DialoGPT-medium-Yubin2,0,24,2022-01-21 10:11:18+00:00,-0.20098820491226466
disdamoe/TheGreatManipulator,0,22,2021-12-12 18:58:42+00:00,-8.43492954354434
huggingtweets/alivegirl001101-drilbot_neo-rusticgendarme,0,22,2021-07-28 19:33:52+00:00,-0.31233067139843307
gabtan99/dialogpt-tagalog-medium-10,0,25,2021-07-26 10:19:09+00:00,-1.958332493836095
huggingtweets/balajis,0,22,2022-11-20 18:06:24+00:00,-0.017946178525723333
huggingartists/miyagi,0,23,2022-07-04 16:58:30+00:00,-7.759841175145952
huggingtweets/awanderingi,0,21,2021-05-21 19:52:14+00:00,-0.5099222913667933
huggingtweets/autophagian,0,22,2021-05-21 19:48:45+00:00,-9.826590718918734
RifsxD/DialoGPT-medium-raifu,0,40,2024-01-26 20:05:37+00:00,-0.17849325159632912
huggingtweets/atomicthumbs,0,24,2021-05-21 19:40:48+00:00,-0.5830289838564751
huggingtweets/14jun1995,0,22,2021-05-21 16:23:35+00:00,-1.864464979343726
donggyu/mnmt,0,23,2021-11-30 05:27:14+00:00,-0.5457085247232625
cambridgeltl/simctg_english_wikipedia,0,23,2022-06-25 19:45:09+00:00,-7.993950050446266
huggingtweets/aevaeavaevevave,0,23,2022-01-20 15:13:33+00:00,-7.965514048529055
