name,likes,downloads,last_updated,decision_score
NoLawz/DialoGPT-medium-hagrid,0,10,2021-08-27 04:32:38+00:00,-0.34511049330637045
anshengli2/DialogGPT-small-Bot,0,8,2021-09-13 05:39:55+00:00,-0.46167904879427235
ThatSkyFox/DialoGPT-small-joshua,0,11,2021-10-24 17:12:13+00:00,-0.34672426259373035
huggingtweets/ae333mage,0,11,2021-05-21 17:46:25+00:00,-0.3488160109717371
huggingtweets/bibliobabble,0,9,2021-05-21 20:34:50+00:00,-0.5095552018773248
huggingartists/kurt-cobain,0,11,2021-10-07 09:58:16+00:00,-1.1659817663183873
NamPE/DialoGPT-medium-Aqua-konosuba,0,11,2022-01-01 16:35:11+00:00,-0.34672426271014567
bhaden94/LokiDiscordBot-medium,0,8,2021-09-03 19:04:04+00:00,-0.34672426259373035
huggingtweets/beesforbo-cafe_orbitinnit-weebbutt,0,9,2021-09-06 15:26:27+00:00,-0.3450741303985212
Zen1/test1,0,10,2022-01-15 15:06:24+00:00,-0.3601593739166362
Rush11/DialoGPT-small-HarryPotter,0,9,2021-11-11 13:36:26+00:00,-0.34672426259373035
Mythiie/DialoGPT-small-Modeus,0,11,2022-02-16 03:17:21+00:00,-0.34672426259373035
huggingtweets/ai_hexcrawl-gptmicrofic,0,9,2021-09-18 03:18:36+00:00,-0.34672426259373035
alienspaceman/rus_dreamgen_fulltext_medium,0,10,2021-05-21 13:06:00+00:00,-0.40303861374729033
huggingartists/100-gecs,0,10,2021-12-22 15:23:59+00:00,-0.34507403394842706
huggingtweets/asofterscp,0,9,2021-05-21 19:34:17+00:00,-0.34672426259373035
huggingtweets/12rafiqul,0,9,2021-08-17 08:46:31+00:00,-0.34672426259373035
balamariannmt/LanguageModel_Trial_2,0,8,2021-05-21 14:01:08+00:00,-0.34507509904675837
huggingtweets/_me_you_coward,0,9,2021-05-21 17:09:40+00:00,-0.4026700022676466
huggingtweets/biocrimed-bladeecity-w3bcam,0,9,2021-06-16 09:00:55+00:00,-0.4029989157733014
dbragdon/noamlm,0,8,2021-06-10 17:15:46+00:00,-0.3469844778463682
huggingtweets/_f1rewalker_,0,9,2021-11-01 00:02:50+00:00,-0.2845160139421439
huggingartists/led-zeppelin,0,10,2022-02-15 22:19:29+00:00,-1.1659817663183873
Ritchie/DialoGPT-small-Rickandmorty,0,9,2021-08-27 15:20:43+00:00,-0.380350199762566
TheDiamondKing/DialoGPT-small-harrypotter,0,10,2022-02-07 14:13:13+00:00,-0.34672426259373035
Ryanar/DialoGPT-medium-Zelda,0,9,2021-09-15 22:13:31+00:00,-0.34672426259373035
Nehc/adpatres,0,12,2021-10-21 05:40:20+00:00,-0.3469844777299529
huggingartists/rex-orange-county,0,11,2021-09-12 20:31:29+00:00,-0.3467242625355227
SpacyGalaxy/DialoGPT-medium-Gandalf,0,12,2022-02-05 16:03:05+00:00,-0.34507810320962173
Piumi/DialogGPT-small-harrypotter,0,11,2021-09-05 08:59:33+00:00,-0.3469844777299529
chan030609/DialoGPT-medium-JAB,0,8,2022-02-11 20:14:29+00:00,-0.34672426259373035
S34NtheGuy/DialoGPT-small-Harry282,0,9,2021-10-12 17:21:19+00:00,-0.34672426259373035
huggingtweets/actionattheend,0,9,2021-05-21 17:30:58+00:00,-0.4604180451877853
NamPE/DialoGPT-medium-Takanashi-Rikka,0,20,2023-02-02 16:39:42+00:00,-0.34672426259373035
huggingtweets/926stories,0,9,2021-06-08 06:38:28+00:00,-0.9329623627289636
a01709042/DialoGPT-medium,0,8,2022-01-05 02:52:05+00:00,-0.34672426259373035
huggingtweets/0xtuba-jacksondame-mikedemarais,0,8,2021-09-17 05:18:09+00:00,-0.3450741073482875
huggingtweets/amazon,0,14,2021-05-21 18:33:06+00:00,-0.9329623627289636
RishabhRawatt/DialoGPT-small-kela,0,9,2021-09-05 16:34:02+00:00,-0.4029568285494549
huggingtweets/_f1rewalker_-staticmeganito,0,9,2021-10-31 23:56:27+00:00,-0.422992354740805
huggingtweets/aimbotaimy-demi_naga-livingscribe,0,9,2021-07-25 18:00:56+00:00,-0.34672426259373035
huggingtweets/basedgamerboi,0,9,2021-05-21 20:08:05+00:00,-0.34672426259373035
grounddominator/DialoGPT-lar-Rick,0,9,2021-09-10 04:47:53+00:00,-0.3152239917125059
huggingartists/fascinoma,0,10,2021-08-04 07:45:42+00:00,-0.39986587759800907
darthboii/DialoGPT-small-PickleRick,0,9,2021-09-15 07:48:25+00:00,-0.40308535056998673
huggingtweets/angiejolielive,0,9,2021-12-02 20:17:53+00:00,-0.34672426259373035
Vampiro/DialoGPT-small-dante_c,0,10,2021-09-21 03:51:23+00:00,-0.34672426259373035
Zixtrauce/BrandonBot2,0,8,2022-01-01 22:09:01+00:00,-0.34672426259373035
disdamoe/TheGreatManipulator,0,8,2021-12-12 18:58:42+00:00,-0.3454649379071868
clancystudios/DialoGPT-medium-Morty,0,8,2022-02-07 12:38:25+00:00,-0.34672426259373035
huggingartists/miyagi,0,10,2022-07-04 16:58:30+00:00,-0.34504195169016905
huggingtweets/autophagian,0,9,2021-05-21 19:48:45+00:00,-0.8742324742068974
cambridgeltl/simctg_english_wikipedia,0,9,2022-06-25 19:45:09+00:00,-0.325072458364835
huggingtweets/aevaeavaevevave,0,10,2022-01-20 15:13:33+00:00,-0.40264168581221904
Zohar/distilgpt2-finetuned-restaurant-reviews,0,9,2022-02-16 12:53:21+00:00,-0.34672426259373035
danurahul/doc2txt_model2,0,9,2021-05-21 15:21:33+00:00,-0.031666378041214305
SEBIS/legal_t5_small_trans_cs_it,0,17,2021-06-23 11:35:03+00:00,-0.34672426259373035
huggingartists/mc-ride,0,9,2021-10-14 20:14:57+00:00,-0.34507660646510496
huggingtweets/abattoirscreed,0,12,2021-05-21 17:21:00+00:00,-0.3450739431372001
PhilSad/GPTJ2B-SCP,0,11,2022-02-28 20:45:35+00:00,-0.39778272564750816
huggingartists/bill-wurtz,0,11,2022-02-14 08:56:26+00:00,-0.34672426259373035
aggb/DialogGPT-small-AGGB-B,0,8,2021-10-11 19:07:31+00:00,-0.34672426259373035
huggingtweets/_luisinhobr-beckvencido,0,9,2021-12-22 02:57:34+00:00,-0.41966362799745704
huggingtweets/angularocean,0,9,2021-05-21 19:01:01+00:00,-0.34672426259373035
huggingtweets/_elli420_,0,9,2021-05-21 17:03:54+00:00,-0.34672426259373035
arnav7633/DialoGPT-medium-tony_stark,0,9,2021-11-26 17:06:17+00:00,-0.4380276890168404
Sora4762/DialoGPT-small-naruto1.1,0,10,2022-01-21 18:04:34+00:00,-0.34509380870610196
huggingartists/green-day,0,10,2021-09-17 07:15:56+00:00,-0.3469844777299529
SimonThormeyer/movie-plot-generator,0,11,2021-07-25 10:26:02+00:00,-0.3844288766139159
nabarun/DialoGPT-small-joshua,0,12,2022-02-12 19:18:08+00:00,-0.34672426259373035
Spectrox/emmybot,0,10,2021-12-29 02:21:53+00:00,-0.40295739086456317
huggingartists/scriptonite,0,15,2021-09-10 13:10:06+00:00,-0.34672426259373035
huggingtweets/amnananadeem-talal916,0,9,2021-12-28 12:50:37+00:00,-0.46889025213191937
huggingtweets/_bravit,0,10,2021-11-28 20:07:30+00:00,-0.34672426259373035
huggingtweets/albiuwu_,0,10,2021-05-21 18:03:38+00:00,-0.4029627388098249
hireddivas/DialoGPT-small-scully,0,9,2021-10-30 19:15:03+00:00,-0.34672426259373035
Saz/DialoGPT-small-saz,0,10,2021-10-08 06:08:56+00:00,-0.3469844777299529
danny911kr/calm-large,0,17,2021-09-16 07:16:53+00:00,-0.34510502982617774
huggingtweets/aimbotaimy-coldjiangshi-ladydarknest,0,8,2021-07-25 20:00:21+00:00,-0.34672426259373035
huggingartists/aikko,0,12,2021-09-12 14:10:49+00:00,-0.4030413748567896
danurahul/gptneo_tarot,0,5,2021-05-16 11:01:00+00:00,-0.4957739690597607
SEBIS/legal_t5_small_trans_de_sv,0,18,2021-06-23 09:32:41+00:00,-0.34672426259373035
RobinMari/DialoGPT-small-mikoto,0,9,2021-11-04 04:41:05+00:00,-0.9329623627289636
ghhostboy/DialoGPT-medium-connorDBH3-21,0,8,2021-11-27 04:29:16+00:00,-0.34672426259373035
ehdwns1516/gpt3-kor-based_gpt2_review_SR4,0,10,2021-07-23 01:18:45+00:00,-0.34507380463207094
cookirei/DialoGPT-medium-Joreyar,0,8,2021-08-28 18:16:09+00:00,-0.3915607179095475
TheTUFGuy/HermioneChatBot,0,10,2021-08-30 18:06:36+00:00,-0.34672426259373035
huggingtweets/_deep_winter_,0,9,2022-03-01 07:42:37+00:00,-0.3469844777299529
huggingartists/gunna,0,11,2021-09-15 17:15:43+00:00,-0.34672426259373035
Navya2608/DialoGPT-small-tonystarkscript,0,11,2021-11-03 08:57:32+00:00,-0.34672426259373035
huggingartists/sam-kim,0,10,2021-09-18 00:00:06+00:00,-0.34672426259373035
ensamblador/gpt2-derecha-with-bos-eos-48heads,0,10,2021-05-21 15:49:43+00:00,-0.3450983569072066
